title,artist,genre,year,salesPoint,category,country,currency,previewUrl,artworkUrl,trackViewUrl
한잔의 노래,조째즈,발라드,2025,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/ad/e2/93/ade29391-9344-3234-a8d7-ab18fea9cdbe/mzaf_5591332929950352342.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/eb/11/f6/eb11f634-250b-e1d9-080d-91d4ccf76352/cover_KM0023169_1.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%ED%95%9C%EC%9E%94%EC%9D%98-%EB%85%B8%EB%9E%98/1825539015?i=1825539016&uo=4
떠날 거면 날 사랑하지나 말지,송하예,발라드,2025,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/7d/34/8b/7d348b5b-3905-ed0a-5ac7-320b261011f4/mzaf_13117271016011207320.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/47/25/17/4725175f-c558-b738-c904-b33a0f68f06f/8800303261809_cover.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EB%96%A0%EB%82%A0-%EA%B1%B0%EB%A9%B4-%EB%82%A0-%EC%82%AC%EB%9E%91%ED%95%98%EC%A7%80%EB%82%98-%EB%A7%90%EC%A7%80/1832914701?i=1832914702&uo=4
너라는 중력,신승훈,발라드,2025,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/0b/bf/61/0bbf61f1-2234-f1bf-ab33-007ec0e6159b/mzaf_4025591199248594224.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/b2/bf/72/b2bf72d6-f79b-f51e-bc2e-9087db3a0fba/888272160949_Cover.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EB%84%88%EB%9D%BC%EB%8A%94-%EC%A4%91%EB%A0%A5/1840843779?i=1840843781&uo=4
들리나요,노을,발라드,2025,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/0e/d5/d3/0ed5d366-51ac-a0f1-1ab7-9c13aa0f07c9/mzaf_7966904684977547663.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/b9/d4/7b/b9d47bb4-2c66-8e91-4ba5-effe9226ff8b/191953468716.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EB%93%A4%EB%A6%AC%EB%82%98%EC%9A%94/1836884117?i=1836884509&uo=4
한없이 아름다운 너를 만나,솔지,발라드,2025,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/20/76/91/20769173-8e46-2a23-2fcb-232f01d4a9d2/mzaf_11849831522257954200.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/c5/f3/c8/c5f3c873-8d09-119d-ba05-06bd289db300/888272161120_Cover.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%ED%95%9C%EC%97%86%EC%9D%B4-%EC%95%84%EB%A6%84%EB%8B%A4%EC%9A%B4-%EB%84%88%EB%A5%BC-%EB%A7%8C%EB%82%98/1840356165?i=1840356169&uo=4
아문다,황가람,발라드,2025,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/1e/77/9c/1e779c70-5ef2-265b-5e41-d6472644cb82/mzaf_8012814596960137869.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/e1/6d/df/e16ddf86-8b1c-68f2-4de1-095d6032a8cc/cover_KM0023249_1.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EC%95%84%EB%AC%B8%EB%8B%A4/1829624509?i=1829624516&uo=4
한숨,신용재,발라드,2025,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/c0/6b/5c/c06b5c55-759b-2094-8d15-b3692339448e/mzaf_8871060516364523045.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/c1/28/38/c1283873-b1dc-144d-0ec6-9d2a3e04fb68/8800303103116.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%ED%95%9C%EC%88%A8/1822239410?i=1822239412&uo=4
말하지 않아도,범진,발라드,2025,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/9a/fd/6e/9afd6e5d-f1b0-a4d6-abf4-8febf00177e3/mzaf_14119039223284397884.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/46/12/46/46124674-24a7-97d1-54c4-a28b2b915479/cover_KM0023297_1.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EB%A7%90%ED%95%98%EC%A7%80-%EC%95%8A%EC%95%84%EB%8F%84/1832881386?i=1832881387&uo=4
She Was,신승훈,발라드,2025,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/bd/cd/cf/bdcdcfc3-d98d-6049-e4f9-7f2cc8398fa9/mzaf_10054810057469319192.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/a9/ef/db/a9efdbff-e237-d9f0-45e8-541c7d331b74/888272160239_Cover.jpg/100x100bb.jpg,https://music.apple.com/kr/album/she-was/1838383552?i=1838383555&uo=4
어른이 됐고,이석훈,발라드,2025,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/05/d9/75/05d97554-25b4-a1e4-e4d6-300d329416c1/mzaf_1566039343921879503.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/0a/6f/f7/0a6ff7b0-f3c8-756a-29aa-40f10e81006e/cover_KM0023335_1.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EC%96%B4%EB%A5%B8%EC%9D%B4-%EB%90%90%EA%B3%A0/1834076329?i=1834076332&uo=4
오래된 노래,"켄, 영재, 후이 & 최상엽",발라드,2025,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/00/60/d8/0060d8b2-76ed-7d77-fca4-1e1cb6666c74/mzaf_6261270184919172684.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/e5/ed/23/e5ed2367-f7c6-bbef-1c9e-09c2139d4e18/191953454450.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EC%98%A4%EB%9E%98%EB%90%9C-%EB%85%B8%EB%9E%98/1823170970?i=1823171211&uo=4
All I Need Is You,이우,발라드,2025,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/04/a9/b7/04a9b756-30c2-d50b-5e85-365419354dcb/mzaf_7178217360544867010.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/bd/f9/47/bdf94761-029f-cbee-252c-079abbfc008d/cover_KM0023175_1.jpg/100x100bb.jpg,https://music.apple.com/kr/album/all-i-need-is-you/1825020707?i=1825020708&uo=4
결혼하지 못하는 이유,윤민수 & 이예준,발라드,2025,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/13/f3/fb/13f3fb5b-364b-474c-c078-3d58298258e6/mzaf_10573026647107388689.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/88/37/e4/8837e480-a9ce-5092-d226-c59ac49d2389/cover_KM0023192_1.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EA%B2%B0%ED%98%BC%ED%95%98%EC%A7%80-%EB%AA%BB%ED%95%98%EB%8A%94-%EC%9D%B4%EC%9C%A0/1825831638?i=1825831639&uo=4
비오니까,이홍기,발라드,2025,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/e5/62/e1/e562e11c-d080-b273-5c12-ff886a8a0b8f/mzaf_15013443750533812463.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/f1/e2/38/f1e23852-4b49-32b2-c3e9-a93547772205/cover_KM0023099_1.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EB%B9%84%EC%98%A4%EB%8B%88%EA%B9%8C/1824103659?i=1824103660&uo=4
눈꽃,정준일,발라드,2025,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/3e/8a/40/3e8a409d-39e8-220a-09e4-fb37281211d0/mzaf_821383659303589165.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/18/c0/31/18c0311e-3003-3287-6321-16ade9c68ed4/cover_KM0023284_1.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EB%88%88%EA%BD%83/1831224901?i=1831224902&uo=4
그래도 좋아해요,남규리,발라드,2025,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/d6/32/4d/d6324d59-2f10-9a8d-a64e-bf8df87c941d/mzaf_4985280230390157358.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/f1/10/2b/f1102bc7-dbcd-7dfb-aaa0-209daab21355/cover_KM0023305_1.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EA%B7%B8%EB%9E%98%EB%8F%84-%EC%A2%8B%EC%95%84%ED%95%B4%EC%9A%94/1832385542?i=1832385543&uo=4
인사,임재범,발라드,2025,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/1a/8a/96/1a8a9679-fce2-14fc-e829-27889ed70a59/mzaf_14582971158617797122.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/67/76/98/67769852-a789-0e93-5d4b-301523ad73df/8800334231109.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EC%9D%B8%EC%82%AC/1839871815?i=1839871817&uo=4
미래의 너에게 고마워,노을,발라드,2025,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/10/8b/37/108b37ed-920e-9cb7-be86-b452cefeac62/mzaf_17071310200724795313.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/94/50/89/945089ba-af6c-65e5-e32f-fb739981a82f/888618431337.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EB%AF%B8%EB%9E%98%EC%9D%98-%EB%84%88%EC%97%90%EA%B2%8C-%EA%B3%A0%EB%A7%88%EC%9B%8C/1819833567?i=1819833568&uo=4
자니 (feat. 다이나믹 듀오),프라이머리,힙합,2012,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/c4/de/a3/c4dea307-ac4d-4f3d-1b71-00924c0b82e2/mzaf_17701158488758055605.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/c0/56/30/c05630b4-f734-58c3-d810-71e8dd9087a8/196922296390_Cover.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EC%9E%90%EB%8B%88-feat-%EB%8B%A4%EC%9D%B4%EB%82%98%EB%AF%B9-%EB%93%80%EC%98%A4/1658508879?i=1658508882&uo=4
Trip (feat. Hannah),릴러말즈,힙합,2018,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/2b/fc/e2/2bfce295-f5fc-91f7-dc79-eca973e213dd/mzaf_5969905515790077809.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/d2/6f/40/d26f4042-607f-3cef-b70c-8426e9d13e6f/8809603548191_Cover.jpg/100x100bb.jpg,https://music.apple.com/kr/album/trip-feat-hannah/1608880065?i=1608880079&uo=4
Small girl (feat. D.O.),이영지,힙합,2024,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/72/e7/78/72e778eb-5bb4-7567-4857-e769182f4044/mzaf_8293529149094494349.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/cf/ff/93/cfff93b5-e7ef-6a28-6786-9f82f79d8117/8804775305474.jpg/100x100bb.jpg,https://music.apple.com/kr/album/small-girl-feat-d-o/1753178651?i=1753178654&uo=4
Love Love Love (feat. 융진),에픽하이,힙합,2006,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/d6/68/55/d66855e3-9d39-d0e4-9125-c361de786cff/mzaf_13209240250699051678.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/c3/56/b2/c356b23d-6844-46a8-bbfc-1206dbfcde52/08809114102691_Cover.jpg/100x100bb.jpg,https://music.apple.com/kr/album/love-love-love-feat-%EC%9C%B5%EC%A7%84/1610106934?i=1610108181&uo=4
KISS KISS KISS (Prod. by Hukky Shibaseki) [feat. SUNWOO],나우아임영 & Royal 44,힙합,2026,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/bc/30/dd/bc30dd98-e7b6-a51f-dde4-e68aa561ee0e/mzaf_2662379823558262221.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/f3/fc/6a/f3fc6a43-142f-daf6-e07e-f2917bd24c1e/888272178388_Cover.jpg/100x100bb.jpg,https://music.apple.com/kr/album/kiss-kiss-kiss-prod-by-hukky-shibaseki-feat-sunwoo/1886030533?i=1886030615&uo=4
하지마,릴러말즈 & TOIL,힙합,2022,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/92/47/de/9247dec4-f718-e74a-2e4c-f72d58349ae0/mzaf_8306396596804517092.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/81/f1/c8/81f1c84e-7945-c944-5b61-e1b3898ed53e/888272099683_Cover.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%ED%95%98%EC%A7%80%EB%A7%88/1625221930?i=1625221939&uo=4
만남은 쉽고 이별은 어려워 (feat. 릴러말즈 & TOIL),베이식,힙합,2021,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/fe/4e/41/fe4e412e-71a1-204a-fc83-656bbcad05af/mzaf_16084494247837838744.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/a0/a1/64/a0a16473-609e-d256-d9c2-4af562d7c333/888272090475_Cover.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EB%A7%8C%EB%82%A8%EC%9D%80-%EC%89%BD%EA%B3%A0-%EC%9D%B4%EB%B3%84%EC%9D%80-%EC%96%B4%EB%A0%A4%EC%9B%8C-feat-%EB%A6%B4%EB%9F%AC%EB%A7%90%EC%A6%88-toil/1596440387?i=1596440531&uo=4
우리서로사랑하지는말자,기리보이,힙합,2020,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/46/46/0f/46460f26-ca2a-41fd-47f8-284ed90cec9c/mzaf_3506100979535458375.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/eb/3c/5d/eb3c5d19-700a-0be3-b41d-05a051bb9844/cover_-.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EC%9A%B0%EB%A6%AC%EC%84%9C%EB%A1%9C%EC%82%AC%EB%9E%91%ED%95%98%EC%A7%80%EB%8A%94%EB%A7%90%EC%9E%90/1534525134?i=1534525138&uo=4
네가 없는 밤 (feat. ASH ISLAND),비오,힙합,2021,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/4e/01/bf/4e01bf41-cd14-3d53-618b-e04ed9283425/mzaf_16408208843951227101.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/c9/be/4d/c9be4deb-18f4-3b96-de56-a8858c4ea920/888272091533_Cover.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EB%84%A4%EA%B0%80-%EC%97%86%EB%8A%94-%EB%B0%A4-feat-ash-island/1598503188?i=1598503202&uo=4
"Credit (feat. YUMDDA, GIRIBOY & Zion.T)",릴보이,힙합,2020,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/7a/38/9f/7a389f6a-1b10-0e18-aa59-11fd8d2e2960/mzaf_15701446663215118791.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/d1/50/ad/d150ade8-3bc4-f6ac-c06e-539dad74b053/888272072853_Cover.jpg/100x100bb.jpg,https://music.apple.com/kr/album/credit-feat-yumdda-giriboy-zion-t/1611261214?i=1611261708&uo=4
우산 (feat. Younha),에픽하이,힙합,2008,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/0b/e0/ef/0be0efda-ae53-97d2-feba-687ab7dec76a/mzaf_12606196641011700553.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/d3/70/0d/d3700dea-ad51-4863-afaf-9fe8bc016010/08809231381580_Cover.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EC%9A%B0%EC%82%B0-feat-younha/1610080362?i=1610080888&uo=4
갖고놀래 (feat. 다이나믹 듀오),Bumkey,힙합,2013,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/98/01/c1/9801c19d-eed4-4788-b834-dcc49f8931bc/mzaf_9745684333971040760.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/5f/4a/ff/5f4afff8-d4cb-0cf3-00ad-88dd36aed974/KM0002222-_DS-0816.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EA%B0%96%EA%B3%A0%EB%86%80%EB%9E%98-feat-%EB%8B%A4%EC%9D%B4%EB%82%98%EB%AF%B9-%EB%93%80%EC%98%A4/689089905?i=689090000&uo=4
연애소설 (feat. 아이유),에픽하이,힙합,2017,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/29/e7/99/29e79986-55c8-1867-79f7-ff24469a8df2/mzaf_1880348974543530121.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/19/00/dd/1900dd2f-2d37-f089-8fc0-bb2c07a81802/COVER_fin_4000X4000.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EC%97%B0%EC%95%A0%EC%86%8C%EC%84%A4-feat-%EC%95%84%EC%9D%B4%EC%9C%A0/1299101327?i=1299101336&uo=4
낮 밤 (feat. 박재범),이영지,힙합,2021,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/2b/fb/c4/2bfbc48a-c00b-d583-806d-685665fca548/mzaf_5149576072615951792.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/c4/1e/a1/c41ea1b1-058b-3a3b-2fca-1c29ea8fc9f0/cover.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EB%82%AE-%EB%B0%A4-feat-%EB%B0%95%EC%9E%AC%EB%B2%94/1592658484?i=1592658697&uo=4
예쁘잖아,기리보이,힙합,2016,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/86/c1/11/86c11140-6c35-636b-7e52-cef19aa602b1/mzaf_15714008334420882213.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/c1/e8/a6/c1e8a6ac-7089-122d-9632-449ec01e83ed/COVER-_DS.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EC%98%88%EC%81%98%EC%9E%96%EC%95%84/1094111761?i=1094112082&uo=4
Good Day (Prod. 코드 쿤스트) [feat. 팔로알토],"pH-1, 키드밀리 & Loopy",힙합,2018,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/72/3b/d6/723bd602-49b6-022c-0fda-77bc148dde05/mzaf_5013871313082933133.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/e4/e0/1c/e4e01ced-d394-0302-7c0e-edac3c880c2b/8809603546869_Cover.jpg/100x100bb.jpg,https://music.apple.com/kr/album/good-day-prod-%EC%BD%94%EB%93%9C-%EC%BF%A4%EC%8A%A4%ED%8A%B8-feat-%ED%8C%94%EB%A1%9C%EC%95%8C%ED%86%A0/1580539268?i=1580539280&uo=4
Wake Up (feat. CODE KUNST),"개코, Ourealgoat, SINCE, 안병웅, Tabber & 조광일",힙합,2021,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/f3/42/4a/f3424a00-447e-4657-2cbd-00574489d783/mzaf_6107762875233560164.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/41/4a/06/414a06e8-530b-326d-722c-4c4c08c62525/888272089127_Cover.jpg/100x100bb.jpg,https://music.apple.com/kr/album/wake-up-feat-code-kunst/1593828524?i=1593828818&uo=4
사이렌 Remix (feat. UNEDUCATED KID & Paul Blanco),호미들,힙합,2021,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview114/v4/48/f7/4d/48f74df2-1e83-25b8-ebd1-a51829097447/mzaf_4864885656531202110.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/bb/ce/94/bbce9471-c0c9-345d-4986-55fab818863b/Siren_remix_3000px.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EC%82%AC%EC%9D%B4%EB%A0%8C-remix-feat-uneducated-kid-paul-blanco/1559478461?i=1559478464&uo=4
비 오는 날 듣기 좋은 노래 (feat. Colde),에픽하이,힙합,2021,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/7e/88/3f/7e883f80-81a4-e0e9-693e-f3b8f640d07b/mzaf_18061642981993555818.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/e6/e5/6d/e6e56d12-833d-9821-793f-c1ee97f47d65/82071044.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EB%B9%84-%EC%98%A4%EB%8A%94-%EB%82%A0-%EB%93%A3%EA%B8%B0-%EC%A2%8B%EC%9D%80-%EB%85%B8%EB%9E%98-feat-colde/1572947687?i=1572947688&uo=4
OUT OF MY SIGHT,릴러말즈,힙합,2021,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/99/e8/84/99e8847a-b592-1dad-3549-65b5fb788947/mzaf_4496240689198737846.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/38/3d/d1/383dd11b-fe83-1c40-2e80-90716ba75985/888272092196_Cover.jpg/100x100bb.jpg,https://music.apple.com/kr/album/out-of-my-sight/1600203319?i=1600203518&uo=4
아크라포빅,하모,힙합,2025,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/27/e3/b6/27e3b682-f4eb-df62-5dab-87cda2a09bad/mzaf_11455300391851223754.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/69/2b/50/692b5025-09d6-112e-c57f-0d7210a16cbe/888618458259.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EC%95%84%ED%81%AC%EB%9D%BC%ED%8F%AC%EB%B9%85/1857831146?i=1857831147&uo=4
쉬어 (feat. MINO & 그레이),"Anandelight, Unofficialboyy, 비오, 지구인 & Mudd the student",힙합,2021,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/0d/38/19/0d38191a-d940-2384-1106-c423281fb222/mzaf_7550455059215406109.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/41/4a/06/414a06e8-530b-326d-722c-4c4c08c62525/888272089127_Cover.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EC%89%AC%EC%96%B4-feat-mino-%EA%B7%B8%EB%A0%88%EC%9D%B4/1593828524?i=1593828826&uo=4
Smoking Dreams,재지팩트,힙합,2010,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/69/0c/40/690c4002-8762-840f-daec-0ccdf67a016b/mzaf_3924334644968136043.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/c7/8e/34/c78e346b-646e-db6c-2de1-7022c5e56a69/8809704421188_Cover.jpg/100x100bb.jpg,https://music.apple.com/kr/album/smoking-dreams/1609042844?i=1609043104&uo=4
고백 (feat. 정인),다이나믹 듀오,힙합,2005,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/21/b6/9a/21b69ab7-2e9e-d4cb-542b-853fd24dcf32/mzaf_10873181203460068607.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/dc/cb/44/dccb44ed-c2b2-f999-52ee-9aa4dceec626/888272108453_Cover.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EA%B3%A0%EB%B0%B1-feat-%EC%A0%95%EC%9D%B8/1652812891?i=1652813298&uo=4
U,권오선,힙합,2022,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/72/07/d4/7207d4c1-1702-ccce-f31b-93b0d585c865/mzaf_5468160976395262383.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/84/de/f5/84def565-4060-f369-8351-b12af15c9f15/888272105322_Cover.jpg/100x100bb.jpg,https://music.apple.com/kr/album/u/1642888625?i=1642889031&uo=4
Bubble Love,MC 몽 & 서인영,힙합,2010,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/e5/01/bd/e501bd14-a598-9fc2-0160-64cc2599061d/mzaf_8086729762764203118.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/78/18/b5/7818b5ca-a1b4-a229-ecf0-535fb29c89e4/jo.jpg/100x100bb.jpg,https://music.apple.com/kr/album/bubble-love/952612474?i=952612475&uo=4
Blue Moon,효린 & 창모,힙합,2017,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/2f/b1/41/2fb141ad-6e27-8a0a-eef8-30e145f3f885/mzaf_9239451556553054164.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/ac/14/3d/ac143dd9-245c-35b6-8fa6-6c06f463c365/cover-_DS.jpg/100x100bb.jpg,https://music.apple.com/kr/album/blue-moon/1226923682?i=1226923909&uo=4
"TICK TOCK (Prod. by ZICO, Crush) [feat. ZICO]","김하온, Nosun, Raf Sandou, Marv & 정준혁",힙합,2026,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/0c/77/bb/0c77bb9d-3d32-5a9b-62b3-3d1524b3bd54/mzaf_7339872558629512535.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/a7/81/8b/a7818b78-57ed-07bc-b38e-d049f13cc577/888272177640_Cover.jpg/100x100bb.jpg,https://music.apple.com/kr/album/tick-tock-prod-by-zico-crush-feat-zico/1882280077?i=1882280094&uo=4
바코드,김하온 & 빈첸,힙합,2018,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/96/30/be/9630be28-6540-c623-0d5c-e79e1c4df1cd/mzaf_10865684061176121609.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/d3/b9/18/d3b918e4-9b60-68da-5d80-5e0f681ed47f/8809603541185_Cover.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EB%B0%94%EC%BD%94%EB%93%9C/1615701090?i=1615701453&uo=4
